"Area","Menu","Page","URL","Type","Cards","Table Columns","Inputs","View / Detail","Actions","Notes"
"Operasional","Pembelian","DP Pembelian","/purchase-down-payment","List","—","#, Kode DP, Tanggal, No. Pembelian, Supplier, Kas/Bank, Jumlah DP, Terpakai, Sisa, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Pembelian","Buat DP Pembelian","/purchase-down-payment/create","Form","—","#, Barang, Qty, Harga, Total","No. Pembelian, Tanggal DP, Kas/Bank, Nominal DP, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Pembelian","Faktur Pembelian","/purchase-invoice","List","—","#, Kode GR, Tanggal, Supplier, Gudang, Total, Pembuat, Status, #","Search, GSTable1_length","Modal Detail via AJAX (ajaxDetailGR('1', 'modal-lg');)","Riwayat, Process, Lihat, Terbitkan Faktur",""
"Operasional","Pembelian","Bayar Pembelian","/purchase-payment","List","—","#, Kode Faktur, Kode GR, Kode PO, Tanggal, Supplier, Grand Total, Dibayar, Sisa, Status, #","Search, GSTable1_length","—","Riwayat Faktur, Riwayat Pembayaran",""
"Operasional","Pembelian","Retur Pembelian","/purchase-return","List","—","#, Tanggal, Kode Retur, Pembelian Masuk, Supplier, Total, Status, #","Search, GSTable1_length","[Detail Retur Pembelian] • Field: Kode, Status, Supplier, Gudang, Pembuat, Tanggal, Kode GR, Kode PO, Total Item, Total Jumlah • Tabel Detail: (#, Barang, Qty Retur, Harga, Total, Catatan) • Aksi Modal: Tutup","Riwayat, Buat, Modal Tutup",""
"Operasional","Pembelian","Buat Retur Pembelian","/purchase-return/create","Form","—","#, Barang, Satuan, Qty GR, Sudah Diretur, Qty Tersedia, Qty Retur, Catatan, Total","Tanggal, Pembelian Masuk, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Pembelian","Buat Pembelian (Form)","/purchase/create","Form","—","—","Gudang * Gudang tujuan, Supplier * Nama supplier, Tanggal * Tanggal pembelian, Jatuh Tempo * Batas pembayaran, Catatan Keterangan (opsional), Barang * Nama barang, Qty * Jumlah, Harga * Harga satuan, Total Otomatis","—","Tambah ke Keranjang, Batal, Simpan Pembelian",""
"Operasional","Penjualan","Penjualan","/sales","List","—","#, Kode, Tanggal, Pelanggan, Kategori, Merek, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Penjualan","DP Penjualan","/sales-down-payment","List","—","#, Kode DP, Tanggal, No. Penjualan, Pelanggan, Kas/Bank, Jumlah DP, Terpakai, Sisa, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Penjualan","Buat DP Penjualan","/sales-down-payment/create","Form","—","#, Tipe, Nama Item, Netto, Harga, Qty, Total","No. Penjualan *, Tanggal DP *, Kas/Bank *, Nominal DP *, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Penjualan","Faktur Penjualan","/sales-invoice","List","—","#, Kode DO, Kode Sales, Tanggal, Pelanggan, Total, Pembuat, Status, #","Search, GSTable1_length","—","Riwayat",""
"Operasional","Penjualan","Bayar Penjualan","/sales-payment","List","—","#, Kode Faktur, Kode DO, Kode SO, Tanggal, Pelanggan, Grand Total, Dibayar, Sisa, Status, #","Search, GSTable1_length","—","Riwayat Faktur, Riwayat Pembayaran",""
"Operasional","Penjualan","Retur Penjualan","/sales-return","List","—","#, Tanggal, Kode Retur, No. Faktur, Pelanggan, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat Retur",""
"Operasional","Penjualan","Buat Retur Penjualan","/sales-return/create","Form","—","#, Barang, Satuan, Qty Faktur, Sudah Diretur, Qty Tersedia, Qty Retur, Catatan, Total","Tanggal, Faktur Penjualan, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Penjualan","Penjualan Sample","/sales-sample","List","0 Pending; 0 Approved; 0 Process; 0 Revise","#, Kode, Tanggal, Pelanggan, Nama Produk, Rev, Formulator, Catatan Formulasi, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Penjualan","Bayar Sample","/sales-sample-payment","List","—","#, Kode Faktur, Kode Sample, Tanggal, Pelanggan, Nama Produk, Grand Total, Dibayar, Sisa, Status, #","Search, GSTable1_length","[Detail Sales Sample] • Field: Kode, Status Invoice, Pelanggan, Telp Pelanggan, Tanggal Sample, Tanggal Invoice, Pembuat Invoice, No. Invoice, Harga, Subtotal • Aksi Modal: Unpaid, Tutup","Riwayat Faktur, Riwayat Pembayaran, Unpaid, Lihat, Bayar, Modal Tutup",""
"Operasional","Penjualan","Buat Penjualan Sample","/sales-sample/create","Form","—","—","Tanggal * Tanggal pembuatan sales sample, Formulator * Pilih formulator yang akan mengerjakan sample, Pelanggan * Ketik nama pelanggan (minimal 1 karakter), Deskripsi * Deskripsi singkat sales sample, Referensi * Referensi atau dokumen terkait, Target * Target yang ingin dicapai, Form * Bentuk fisik produk, Color * Warna produk, Flavor * Aroma/rasa produk, Netto * Berat/isi produk, Material Request * Bahan yang dibutuhkan untuk pembuatan sample, Claim * Klaim manfaat produk, Nama Produk * Nama produk yang akan dibuat, Harga * Harga sample, Diskon * Diskon yang diberikan, Pajak % * Persentase pajak, File Lampiran Upload dokumen pendukung (opsional), Pilih file...","—","Kembali, Simpan",""
"Operasional","Penjualan","Buat Penjualan (SO)","/sales/create","Form","—","—","Tanggal *, Jatuh Tempo *, Pelanggan *, Kategori *, Merek, Catatan, Sales Sample *, Formula *, Nama Barang Jadi *, Netto Per Packaging *, Netto BPOM, Gambar Kemasan, Kemasan Primer, Pilih file..., Kemasan Sekunder, Ref. Harga, Qty *, Harga *, Nama Jasa *","—","Kembali, Simpan",""
"Operasional","Penyesuaian Stok","Penyesuaian Stok","/stock-adjustment","List","—","#, Kode, Tanggal, Gudang, Pembuat, Catatan, #","Periode: *","—","Buat",""
"Operasional","Penyesuaian Stok","Buat Penyesuaian Stok","/stock-adjustment/create","Form","—","—","Gudang * Pilih gudang yang akan disesuaikan, Tanggal Penyesuaian * Tanggal penyesuaian stok, Catatan Catatan tambahan untuk penyesuaian stok (opsional), Barang * Pilih barang yang akan disesuaikan, Stok Sistem Stok saat ini di sistem (read-only), Stok Aktual * Stok yang diinginkan, CoA Penyesuaian * Akun untuk koreksi, Catatan Item Catatan khusus untuk barang ini (opsional)","—","Tambah ke Keranjang, Kembali, Simpan Penyesuaian Stok",""
"Operasional","Permintaan Barang","Permintaan Barang","/goods-request","List","—","#, Kode, Tanggal, Peminta, Penyedia, Pembuat, Catatan, Status, #","Search, GSTable1_length","[Detail Permintaan Barang] • Field: Kode Permintaan, Status, Gudang Asal, Gudang Tujuan, Tanggal Permintaan, Catatan, Pembuat, Belum ada riwayat persetujuan • Tabel Detail: (#, Barang, Qty Diminta, Qty Disetujui, Qty Dikeluarkan, Qty Digunakan, Qty Dikembalikan, Qty Selisih, Catatan) • Aksi Modal: Tutup","Riwayat, Buat, Pending, Lihat, Print, Modal Tutup",""
"Operasional","Permintaan Barang","Buat Permintaan Barang","/goods-request/create","Form","—","#, Nama Bahan, Kons. (%), Qty Bth","Gudang Peminta * Gudang yang meminta barang (hanya gudang yang Anda akses), Gudang Penyedia * Gudang yang akan menyediakan barang, Tanggal Permintaan * Tanggal permintaan diajukan, Catatan Catatan tambahan untuk permintaan (opsional), Barang * Pilih barang yang akan diminta, Info Stok Informasi stok di kedua gudang, Jumlah (Qty) * Masukkan jumlah barang yang diminta, Catatan Item Catatan khusus (opsional), Batch Record Pilih batch record, Qty Produk Jumlah produk yang akan dibuat","—","Tambah ke Keranjang, Kembali, Simpan Permintaan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Permintaan Pembelian","Permintaan Pembelian","/purchase-request","List","—","#, Kode, Tanggal, Pemohon, Total Item, Catatan, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Permintaan Pembelian","Buat Permintaan Pembelian","/purchase-request/create","Form","—","—","Tanggal Permintaan * Tanggal permintaan pembelian diajukan, Catatan Catatan tambahan untuk permintaan ini (opsional), Barang * Pilih barang yang akan diminta, Info Barang Informasi barang yang dipilih, Jumlah (Qty) * Masukkan jumlah barang yang diminta, Catatan Item Catatan khusus untuk barang ini (opsional)","—","Tambah ke Keranjang, Kembali, Simpan Permintaan",""
"Operasional","Pra Produksi","Batch Record","/batch-record","List","—","#, Kode, Tanggal, Sales, Pelanggan, Kategori, Produk, Status, #","Search, GSTable1_length","[Detail Batch Record] • Field: Kode Batch Record, Status, Tanggal, Pembuat, Kode Sales, Tanggal Sales, Pelanggan, Kategori • Tabel Detail: (#, Kode Barang, Nama Barang, Satuan) • Aksi Modal: Tutup","Riwayat, Buat, Pending, Lihat, Print, Batalkan, Modal Tutup",""
"Operasional","Pra Produksi","Buat Batch Record","/batch-record/create","Form","—","—","Sales * Pilih nomor sales yang berstatus process, Produk * Pilih produk dari detail sales, Tanggal * Tanggal batch record dibuat, File Lampiran Upload file dokumen (opsional), Pilih file..., Catatan Catatan tambahan (opsional)","—","Kembali, Simpan",""
"Operasional","Pra Produksi","Formulasi","/formulation","List","—","#, Kode, Tanggal, Nama Produk, Rev, Netto, Pelanggan, BusDev, Formulator, Status, #","Search, GSTable1_length","—","Riwayat Sample, Riwayat Formula",""
"Operasional","Pra Produksi","Penyesuaian Formulasi","/formulation-adjustment","List","—","#, Kode, Tanggal, Nama Produk, Rev, Netto, Pelanggan, BusDev, Formulator, Status, #","Search, GSTable1_length","Modal Detail via AJAX (ajaxDetailSalesSample('2370','modal-lg');)","Rev 1, Revise, Lihat, Sesuaikan Formula",""
"Operasional","Pra Produksi","Kelola Formulasi","/formulation-manage","List","—","#, Kode, Tanggal, Nama Produk, Rev, Netto, Pelanggan, BusDev, Formulator, Status, #","Search, GSTable1_length","Modal Detail via AJAX (ajaxDetailSalesSample('2370','modal-lg');)","Riwayat Sample, Riwayat Formula, Rev 1, Revise, Lihat, Serahkan Formulator, Buat Formulasi",""
"Operasional","Pra Produksi","Permintaan HPP","/request-cogs","List","—","#, Kode, Tanggal, Pelanggan, Produk, Formula, Jumlah MOQ, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""
"Operasional","Pra Produksi","Buat Permintaan HPP","/request-cogs/create","Form","—","—","Pelanggan * Nama pelanggan, Sales Sample * Sample produk, Formula Nomor revisi, Tanggal * Tanggal request, Kemasan Primer Opsional, Kemasan Primer 2 Opsional, Kemasan Sekunder Opsional, Netto *, Jumlah *","—","Kembali, Simpan",""
"Operasional","Pra Produksi","Jadwal Filling","/schedule-filling","List","—","#, Kode, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Status, #","Search, GSTable1_length","[Detail Jadwal Filling] • Field: Kode, Tanggal, Batch Record, Sales, Pelanggan, Kategori, Target Qty (PCS), Status, Dibuat Oleh • Tabel Detail: (#, Kode, Nama Kemasan, Qty, Satuan, Catatan) • Aksi Modal: Tutup","Riwayat, Buat, Modal Tutup",""
"Operasional","Pra Produksi","Buat Jadwal Filling","/schedule-filling/create","Form","—","—","Batch Record * Pilih batch record dengan status process yang akan dijadwalkan untuk filling, Tanggal Jadwal * Tanggal pelaksanaan filling, Target Qty (PCS) * Jumlah produk jadi yang akan diproduksi dalam satuan PCS, Kemasan Primer Pilih kemasan primer dari daftar barang, Qty Jumlah kemasan yang dibutuhkan, Catatan Catatan khusus untuk item ini (opsional), Catatan Informasi tambahan atau instruksi khusus untuk proses filling","—","Tambah ke Keranjang, Kembali, Simpan",""
"Operasional","Pra Produksi","Jadwal Mixing","/schedule-mixing","List","—","#, Kode, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Hasil Upscale, Status, #","Search, GSTable1_length","[Detail Jadwal Mixing] • Field: Kode, Tanggal, Batch Record, Sales Order, Pelanggan, Kategori, Produk, Status, Target Qty, Netto per PCS • Aksi Modal: Tutup","Riwayat, Buat, Pending, Lihat, Print, Batalkan, Modal Tutup",""
"Operasional","Pra Produksi","Buat Jadwal Mixing","/schedule-mixing/create","Form","—","—","Batch Record * Pilih batch record dengan status process yang akan dijadwalkan untuk mixing, Tanggal Jadwal * Tanggal pelaksanaan mixing, Target Qty (PCS) * Jumlah produk yang akan diproduksi dalam satuan PCS, Base Result (Otomatis) Target Qty × Netto per PCS = Total dalam satuan bahan, Upscale (%) * Persentase tambahan untuk produksi (contoh: 10 untuk 10%), Hasil Upscale (Otomatis) Base Result + (Base Result × Upscale %) = Total produksi dengan upscale, Catatan Informasi tambahan atau instruksi khusus untuk proses mixing","—","Kembali, Simpan",""
"Operasional","Pra Produksi","Jadwal Packaging","/schedule-packaging","List","—","#, Kode, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Status, #","Search, GSTable1_length","[Detail Jadwal Packaging] • Field: Kode, Tanggal, Batch Record, Sales, Pelanggan, Kategori, Produk, Target Qty (PCS), Status, Dibuat Oleh • Tabel Detail: (#, Kode, Nama Kemasan, Qty, Satuan, Catatan) • Aksi Modal: Tutup","Riwayat, Buat, Pending, Lihat, Print, Batalkan, Modal Tutup",""
"Operasional","Pra Produksi","Buat Jadwal Packaging","/schedule-packaging/create","Form","—","—","Batch Record * Pilih batch record dengan status process yang akan dijadwalkan untuk packaging, Tanggal Jadwal * Tanggal pelaksanaan packaging, Target Qty (PCS) * Jumlah produk jadi yang akan diproduksi dalam satuan PCS, Kemasan Sekunder Pilih kemasan sekunder dari daftar barang, Qty Jumlah kemasan yang dibutuhkan, Catatan Catatan khusus untuk item ini (opsional), Catatan Informasi tambahan atau instruksi khusus untuk proses packaging","—","Tambah ke Keranjang, Kembali, Simpan",""
"Operasional","Produksi","Produksi Filling","/production-filling","List","—","#, Kode, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Status, #","Search, GSTable1_length","[Detail Jadwal Filling] • Field: Kode Jadwal, Tanggal Jadwal, Batch Record, Sales Order, Pelanggan, Kategori, Produk (BSJ), Target Qty, Status • Tabel Detail: (#, Kode Produksi, Mesin, Qty Produksi, Tanggal, Status) • Aksi Modal: Close","Riwayat, Modal Close",""
"Operasional","Produksi","Produksi Mixing","/production-mixing","List","—","#, Kode Jadwal, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Hasil Upscale, Status, #","Search, GSTable1_length","[Detail Jadwal Mixing] • Field: Kode Jadwal, Tanggal Jadwal, Batch Record, Sales Order, Pelanggan, Kategori, Produk, Nama Formula, Hasil Mixing, Target Qty • Aksi Modal: Canceled, Close","Riwayat, Produksi, Pending, Lihat Jadwal, Modal Canceled, Modal Close",""
"Operasional","Produksi","Produksi Packaging","/production-packaging","List","—","#, Kode, Tanggal, Batch Record, Pelanggan, Produk, Target (PCS), Status, #","Search, GSTable1_length","[Detail Jadwal Packaging] • Field: Kode Jadwal, Tanggal Jadwal, Batch Record, Sales Order, Pelanggan, Kategori, Produk (BJD), Target Qty, Status • Tabel Detail: (#, Kode Produksi, Mesin, Qty Produksi, Tanggal, Status) • Aksi Modal: Close","Riwayat, Produksi, Pending, Lihat Jadwal, Modal Close",""
"Operasional","Stok Opname","Stok Opname","/stock-opname","List","—","#, Kode, Tanggal, Gudang, Pembuat, Catatan, #","Periode: *","[Detail Stock Opname] • Field: Kode Stock Opname, Gudang, Tanggal Stock Opname, Catatan, Pembuat • Tabel Detail: (#, Barang, Stok Sistem, Stok Aktual, Selisih, Catatan) • Aksi Modal: Tutup","Buat V1, Buat V2, Lihat, Print, Modal Tutup",""
"Operasional","Stok Opname","Buat Stok Opname","/stock-opname/create","Form","—","—","Gudang * Pilih gudang yang akan di-stock opname, Tanggal Stock Opname * Tanggal pelaksanaan stock opname, Catatan Catatan tambahan untuk stock opname (opsional), Barang * Pilih barang yang akan di-stock opname, Stok Sistem Stok saat ini di sistem (read-only), Stok Aktual * Hasil hitung fisik di gudang, Catatan Item Catatan khusus untuk barang ini (opsional)","—","Tambah ke Keranjang, Kembali, Simpan Stock Opname",""
