"Area","Menu","Page","URL","Type","Cards","Table Columns","Inputs","View / Detail","Actions","Notes"
"Operasional","Kebutuhan Barang","Kebutuhan Barang","/need-for-goods","List","—","#, Kode, Tanggal, Sales / Customer / Produk / Brand, Pembuat, Status, # | #, Nama Barang, Kebutuhan Qty, Stok, Selisih, Qty Order, Catatan, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga, Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga | Tanggal, No. Pembelian, Supplier, Qty, Harga","Catatan, Qty Order","[Detail Kebutuhan Barang] • Field: Kode, Sales, Customer, Produk, Brand, Status, Tanggal, Pembuat, Diselesaikan oleh, Tanggal Penyelesaian • Tabel Detail: (#, Barang, Catatan, Qty, Stok, Selisih) • Aksi Modal: Process, Tutup","Riwayat, Buat, Process, Lihat, Ubah, Selesaikan, Hide, Modal Tutup",""""
"Operasional","Kebutuhan Barang","Buat Kebutuhan Barang","/need-for-goods/create","Form","—","#, Kode Bahan, Nama Bahan, Konsentrasi (%), Qty Dibutuhkan","Sales Pilih sales order (opsional), Produk Pilih produk dari sales (opsional), Customer Info customer, Tanggal * Tanggal kebutuhan, Isi Netto (ml/gr) * Kapasitas produk, Qty Produksi (pcs) * Jumlah produksi, Catatan Keterangan (opsional), Qty Produk * Jumlah produk yang akan dibuat, Barang * Nama barang, Qty * Jumlah","—","Tambahkan ke Keranjang, Tambah ke Keranjang, Batal, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Leads","Leads","/leads","List","—","#, Tanggal Leads, Catatan, Total Qty Leads, Aksi","Search, GSTable1_length","—","Buat",""""
"Operasional","Leads","Buat Leads","/leads/create","Form","—","Penerima Leads *, Qty Leads *, Aksi","Tanggal Leads *, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Pembelian","DP Pembelian","/purchase-down-payment","List","Total DP Outstanding, DP Belum Diapply","DP No, Vendor, Date, Amount, Applied To (No Invoice kalau sudah dipakai), Remaining Balance, Status, #","Search, GSTable1_length","[Detail DP Pembelian] Data DP, Rekening Bank Sumber, Invoice Terkait yang telah dioffset • Jurnal: Dr AP Prepayment, Cr Bank/Cash","+ Buat, Lihat, Apply to Invoice, Cancel (Draft)","Saat Faktur Pembelian dibuat untuk vendor dengan DP outstanding, sistem notifikasi untuk potong/apply DP ke invoice"
"Operasional","Pembelian","Buat DP Pembelian","/purchase-down-payment/create","Form","—","#, Barang, Qty, Harga, Total","Vendor* (search-select), Date*, Amount*, Bank Account* (sumber dana search-select), Note","—","Kembali, Simpan","Nomor DP otomatis DPB-YYMM-XXXX"
"Operasional","Pembelian","Faktur Pembelian","/purchase-invoice","List","Outstanding AP Total, Due This Week, Overdue, Awaiting Approval","Invoice No, Vendor, Invoice Date, Due Date, Amount, Outstanding, Status, Notes (alasan belum dibayar — hanya tampil saat status Belum Dibayar), #","Navbar tabs: Semua Tagihan | Sudah Dibayar | Belum Dibayar, Filter Date Range Custom","[Detail Faktur Pembelian] Header Info, Status Matching (Matched/Exception), Lampiran Invoice PDF/Image • Tabel Detail Barang: (Item/Jasa, Qty, Unit Price, Diskon, Amount, Akun COA) • Jurnal Otomatis Terposting: Dr Inventory/Expense, Dr PPN Masukan, Cr AP Control","+ Buat, Import Excel, Filter, Lihat, Edit (Draft), Modal Setuju, Modal Tolak, Reversal","Matching Engine 4-Leg: PO ↔ GRN ↔ QC Passed Qty ↔ Vendor Invoice. Toleransi otomatis. Reject QC auto generate Debit Note/Pending Retur AP. Persentase akurasi di-hide dari UI (hanya status Matched/Exception)"
"Operasional","Pembelian","Bayar Pembelian","/purchase-payment","List","Total to Pay Today, Total Selected (saat batch payment)","Checklist, Vendor, Invoice Ref, Due Date, Amount, Bank Account Tujuan, #","Payment Date*, Bank Account* (search-select), Batch Selection Checkboxes","[Detail Pembayaran] Bukti Transfer, Daftar Invoice yang Dibayar, Selisih Diskon/Pembulatan • Jurnal: Dr AP Control, Cr Bank/Cash","+ Buat Pembayaran Tunggal / Batch, Filter, Eksekusi Bayar, Print Bukti Kas Keluar","Konsistensi posisi card & navbar disamakan dengan DP Pembelian. Mendukung partial payment. Auto update status invoice jadi Paid/Partial"
"Operasional","Pembelian","Retur Pembelian","/purchase-return","List","—","#, Tanggal, Kode Retur, Pembelian Masuk, Supplier, Total, Status, #","Search, GSTable1_length","[Detail Retur Pembelian] • Field: Kode, Status, Supplier, Gudang, Pembuat, Tanggal, Kode GR, Kode PO, Total Item, Total Jumlah • Tabel Detail: (#, Barang, Qty Retur, Harga, Total, Catatan) • Aksi Modal: Tutup","Riwayat, Buat, Modal Tutup",""""
"Operasional","Pembelian","Buat Retur Pembelian","/purchase-return/create","Form","—","#, Barang, Satuan, Qty GR, Sudah Diretur, Qty Tersedia, Qty Retur, Catatan, Total","Tanggal, Pembelian Masuk, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Pembelian","Buat Pembelian (Form)","/purchase/create","Form","—","—","Gudang * Gudang tujuan, Supplier * Nama supplier, Tanggal * Tanggal pembelian, Jatuh Tempo * Batas pembayaran, Catatan Keterangan (opsional), Barang * Nama barang, Qty * Jumlah, Harga * Harga satuan, Total Otomatis","—","Tambah ke Keranjang, Batal, Simpan Pembelian",""""
"Operasional","Pengajuan Dana","Pengajuan Dana (Fund Request)","/fund-request","Approval List / Workflow","Total Pengajuan Bulan Ini, Menunggu Approval, Sudah Dicairkan","No. Pengajuan, Pemohon, Departemen, Tujuan/Keperluan, Amount, Level Approval Saat Ini, Status, Tanggal Pengajuan, #","Filter Departemen, Filter Status","[Detail Pengajuan Dana] Data Pemohon, Departemen, Rincian Keperluan, Amount, Tanggal Dibutuhkan, Lampiran Bukti/Quotation • Riwayat Approval 3 Layer (Kepala Divisi -> Accounting -> Direktur)","+ Buat Pengajuan, Lihat, Modal Setuju, Modal Tolak (Catatan), Cairkan Dana (Disburse)","Menggantikan Google Form. Pola UI disamakan dengan Persetujuan Pembelian. Saat Disbursed, otomatis generate Kas Bank Keluar (Dr Uang Muka Karyawan / Beban, Cr Bank)"
"Operasional","Pengajuan Dana","Buat Pengajuan Dana","/fund-request/create","Form","—","—","Pemohon* (search-select Employee / auto user login), Departemen*, Tujuan / Keperluan*, Amount*, Tanggal Dibutuhkan*, Attachment (Upload bukti pendukung/quotation)","—","Kembali, Submit Pengajuan","Threshold amount menentukan apakah perlu Direktur atau cukup Accounting"
"Operasional","Penjualan","Collections","/collections","Monitoring & Action Tracking","Total Overdue, Invoice > 60 Hari","Invoice No, Customer, Days Overdue, Last Contact Date, Next Action Date, PIC BusDev, Status Collection, Notes, #","Filter Days Overdue (>30, >60, >90), Filter BusDev","[Detail Collection] Timeline interaksi reminder WhatsApp/Telepon/Email, Riwayat Janji Bayar, Catatan Khusus","+ Tambah Log Interaksi, Set Next Action Date, Kirim Reminder, Export Excel","Murni log pelacakan reminder, tidak menghasilkan jurnal GL"
"Operasional","Penjualan","Penjualan","/sales","List","—","#, Kode, Tanggal, Pelanggan, Kategori, Merek, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""""
"Operasional","Penjualan","DP Penjualan","/sales-down-payment","List","Total DP Masuk, DP Belum Diapply","DP No, Customer, Kategori (Sample / Legalitas / Produksi), Date, Amount, Applied To, Remaining Balance, Status, #","Navbar tabs: Sample | Legalitas | Produksi, Search, Filter Customer","[Detail DP Penjualan] Kategori Uang Muka, Rekening Bank Penerima, Alokasi Faktur Penjualan • Jurnal: Dr Bank, Cr AR Advance (khusus tab Legalitas masuk ke Client Escrow Ledger)","+ Buat, Lihat, Apply to Invoice, Cancel","Tab Legalitas terhubung ke logic Escrow 5.3. Tab Sample terhubung ke Sample Fee 3.7. Tab Produksi untuk Job Order"
"Operasional","Penjualan","Buat DP Penjualan","/sales-down-payment/create","Form","—","#, Tipe, Nama Item, Netto, Harga, Qty, Total","Customer* (search-select), Kategori* (Sample/Legalitas/Produksi), Date*, Amount*, Bank Account* (search-select), Note","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Penjualan","Faktur Penjualan","/sales-invoice","List","Outstanding AR, Overdue AR, Awaiting Approval","Invoice No, Customer, Contract Type, Job Order Ref, Invoice Date, Due Date, Amount, Outstanding, Status, Notes (alasan belum lunas), #","Navbar tabs: Semua Tagihan | Sudah Dibayar | Belum Dibayar, Filter Date Range Custom","[Detail Faktur Penjualan] Header, Status Delivery Gatekeeper (HELD / RELEASED), Rincian Produk • Tabel Item: (Produk/Jasa, Qty, Unit Price, Diskon, Amount) • Jurnal Otomatis (Jasa Maklon: Dr AR, Cr Revenue Jasa, Cr PPN Keluaran; Jual Putus: + Dr COGS, Cr Inventory)","+ Buat, Import Excel, Filter, Lihat, Release Delivery (Bypass/Pelunasan), Print Invoice, Modal Setuju","AR Delivery Gatekeeper (FINANCIAL_DELIVERY_RELEASE): default HELD, Gudang dilarang cetak Surat Jalan sebelum Finance ubah jadi RELEASED (setelah DP/lunas terverifikasi). Bahan Consignment tidak menambah COGS"
"Operasional","Penjualan","Bayar Penjualan","/sales-payment","List","Total Diterima Hari Ini, Unallocated Balance","Receipt No, Customer, Date, Amount, Allocated To (Invoice Ref), PPh 23 Dipotong, Unallocated Balance, Status, #","Customer* (search-select), Date*, Amount*, Bank Account*, Alokasi Invoice Checkboxes, PPh 23 Dipotong Customer (nominal/opsional)","[Detail Penerimaan] Bukti Bayar, Alokasi Faktur, Bukti Potong PPh 23 • Jurnal: Dr Bank/Cash (net), Dr PPh 23 Dibayar Dimuka (bupot), Cr AR Control","+ Buat Penerimaan, Filter, Print Bukti Penerimaan, Lihat Detail","Kelebihan bayar otomatis menjadi AR Advance. PPh 23 dipotong customer dicatat sebagai uang muka pajak tanpa menggantung outstanding invoice"
"Operasional","Penjualan","Retur Penjualan","/sales-return","List","—","#, Tanggal, Kode Retur, No. Faktur, Pelanggan, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat Retur",""""
"Operasional","Penjualan","Buat Retur Penjualan","/sales-return/create","Form","—","#, Barang, Satuan, Qty Faktur, Sudah Diretur, Qty Tersedia, Qty Retur, Catatan, Total","Tanggal, Faktur Penjualan, Catatan","—","Kembali, Simpan","Memiliki sub-tabel keranjang/item dinamis"
"Operasional","Penjualan","Penjualan Sample","/sales-sample","List","0 Pending; 0 Approved; 0 Process; 0 Revise","#, Kode, Tanggal, Pelanggan, Nama Produk, Rev, Formulator, Catatan Formulasi, Total, Status, #","Search, GSTable1_length","—","Riwayat, Buat",""""
